,duration,duration,duration,duration,duration,duration,duration,up_flow,up_flow,up_flow,up_flow,up_flow,up_flow,up_flow,down_flow,down_flow,down_flow,down_flow,down_flow,down_flow,down_flow
826,90.4375,66.0,535,10,7927.77229020979,89.03803844542955,66.0,81781.39583333333,15538.0,2825942,0,106265830324.9541,325984.4019657292,15538.0,12746.027777777777,10797.5,58891,213,96998588.7125097,9848.786154268439,10797.5
838,106.33333333333333,50.5,294,14,10034.850574712642,100.17410131721992,50.5,45775.3,15518.0,229596,0,4412592130.424139,66427.34474916289,15518.0,6331.5,5697.5,17874,0,18662214.74137931,4319.9785579767995,5697.5
841,134.51612903225808,79.5,1028,10,30605.8452661946,174.9452636289265,79.5,547532.7338709678,114462.5,9525963,8,1871982327436.4236,1368204.0518272205,114462.5,31137.58870967742,15581.5,369567,8,2289815228.8619847,47852.01384332727,15581.5
845,233.02247191011236,112.0,1600,10,94807.93130745659,307.90896594197545,112.0,77406.32584269663,9492.0,738390,0,30681980451.949436,175162.7256351917,9492.0,24392.584269662922,12136.0,592778,0,4014679092.1774783,63361.49534360343,12136.0
851,214.74074074074073,98.0,1086,10,68487.8148148148,261.70176693101405,98.0,150810.7037037037,47146.0,2905467,0,305135979489.52423,552391.1471860535,47146.0,7780.37037037037,3500.0,28327,0,81291695.31908832,9016.190732182207,3500.0
865,54.547008547008545,29.0,1537,10,20868.974064249924,144.46097765227094,29.0,245800.36752136753,23092.0,6332488,0,522197972384.4929,722632.6676704375,23092.0,4401.4358974358975,3142.0,40626,0,27458053.834217504,5240.043304612806,3142.0
924,581.3735849056603,258.5,8524,10,848987.5728358959,921.405216414524,258.5,454150.88490566035,4890.0,43546135,0,8412230729302.068,2900384.5829996527,4890.0,15724.596226415095,1830.0,593636,0,3220831927.1863737,56752.37375816428,1830.0
930,57.5,47.0,391,11,2926.8246753246754,54.10013563129648,47.0,23364.26923076923,13405.5,251740,173,1780017889.0304692,42190.25822426866,13405.5,6044.717948717948,4354.5,35453,205,33419280.28305029,5780.941124336961,4354.5
940,269.0,47.0,1810,12,285948.6666666667,534.7416821855827,47.0,27039.76923076923,27641.0,69024,0,391183301.8589744,19778.35437691858,27641.0,7399.538461538462,8495.0,12229,779,14229336.269230768,3772.179246699548,8495.0
941,45.5,45.5,57,34,264.5,16.263455967290593,45.5,12377.0,12377.0,20882,3872,144670050.0,12027.886347983173,12377.0,14264.5,14264.5,21494,7035,104531340.5,10224.05694917629,14264.5
943,64.51764705882353,46.0,256,10,2926.4907563025217,54.09704942325895,46.0,409049.82352941175,175.0,13259009,175,3617542957959.4785,1901983.9531288056,175.0,2876.9411764705883,853.0,61038,0,60884735.60364145,7802.867139945512,853.0
949,92.00971746334888,58.0,7862,10,16863.957719294463,129.86130185430324,58.0,277483.5324945234,74552.0,11731709,0,978019176077.9231,988948.5204387148,74552.0,16671.847778464304,11316.0,865553,0,463350136.85302204,21525.569373492122,11316.0
951,546.130890052356,260.0,5705,10,745545.7038302567,863.449884955842,260.0,193805.20418848167,56196.0,2319449,0,86340425677.82649,293837.413679447,56196.0,31491.685863874347,6637.0,710664,1,4877017989.353432,69835.64984557265,6637.0
961,178.2603305785124,103.5,2648,10,51247.18868623549,226.37841921489664,103.5,901341.1143250689,145034.0,26838340,0,5492364593362.386,2343579.440377984,145034.0,12735.214876033058,5392.0,343764,14,779454719.6641096,27918.716296852002,5392.0
964,749.325,34.0,22515,10,9343413.101257863,3056.699707406317,34.0,160445.4625,120.0,5207282,0,364238412436.18713,603521.6751999775,120.0,1823.81875,402.0,57527,0,40270738.338011004,6345.922969750815,402.0
969,425.71264367816093,303.0,1638,10,184134.06762897616,429.1084567204149,303.0,1779501.9540229884,57097.0,142905339,326,234307280106622.7,15307099.010152861,57097.0,21808.172413793105,14518.0,87207,15,465348821.79550916,21571.945248296666,14518.0
972,866.9444444444445,535.0,4774,11,1372628.6437908497,1171.5923539315413,535.0,1290861.7222222222,49752.0,21796666,2932,26213819418030.68,5119943.3022281295,49752.0,16197.888888888889,9223.5,82510,300,441921025.9869281,21021.917752358564,9223.5
978,480.2600639748929,221.0,29606,10,781153.8124326644,883.8290629033786,221.0,350929.44353913935,5282.0,158260463,0,19535879748219.8,4419941.147596855,5282.0,52924.43152875853,8399.0,4549972,0,23923668594.57611,154672.7791001898,8399.0
983,378.5882352941176,127.0,1355,13,204931.75735294115,452.6938892374638,127.0,27864.941176470587,11675.0,194574,0,2219176878.558824,47108.14025790897,11675.0,7046.117647058823,4913.0,42857,108,97343769.48529412,9866.294617803287,4913.0
986,92.0,92.0,92,92,,,92.0,2252.0,2252.0,2252,2252,,,2252.0,2461.0,2461.0,2461,2461,,,2461.0
990,150.0,162.0,248,50,5823.0,76.30858405186143,162.0,3319.285714285714,4277.0,4435,1771,1568720.238095238,1252.4856239076112,4277.0,4596.285714285715,2234.0,18529,1564,38157364.90476191,6177.164795014126,2234.0
998,300.1694915254237,131.0,3305,10,278041.55698421976,527.296460242452,131.0,340886.5593220339,9139.0,19231800,40,6259289212895.146,2501857.1527757426,9139.0,2620.864406779661,2553.0,12394,16,4522052.7054354185,2126.511863459835,2553.0
1020,364.8192771084337,158.0,1616,10,217965.56450191,466.86782337392884,158.0,253597.09638554216,23603.0,7041521,28,945204816976.7225,972216.4455391209,23603.0,11283.783132530121,5864.0,54593,48,183508727.8792242,13546.53933221412,5864.0
1029,655.1903264136437,130.0,38955,10,2506248.43539363,1583.1135257440098,130.0,32946718.45446285,2138460.0,1907674515,0,7482725501494990.0,86502748.51988803,2138460.0,22498805.596840706,41182.0,3906612490,0,4905065571802504.0,70036173.3092443,41182.0
1047,112.14685314685315,67.0,719,10,13839.055747069824,117.63951609501726,67.0,381899.4965034965,57429.0,10705473,0,3089781976215.871,1757777.5673320761,57429.0,15556.748251748251,12743.0,72044,0,214885176.5840639,14658.962329717062,12743.0
1049,80.22867513611615,53.0,1694,10,8939.524408597377,94.54905821105453,53.0,284430.6451905626,100645.0,5432743,0,257574201467.82736,507517.685867032,100645.0,20784.91833030853,14231.5,312562,0,570563029.6391001,23886.4612205136,14231.5
1051,57.240464344941955,31.0,1124,10,6260.209348829825,79.1214847486435,31.0,1232.8681592039802,1174.0,28664,0,2748820.5693255747,1657.9567453120044,1174.0,2053.2446102819235,1331.0,26737,0,3289734.3193692616,1813.762476006509,1331.0
1062,116.71875,52.5,1380,10,26733.144758968618,163.50273624306297,52.5,983199.4821428572,145372.5,72028202,0,25814053952143.977,5080753.285896096,145372.5,26895.433035714286,20915.0,183497,0,661390842.4887697,25717.520146560975,20915.0
1069,17.5,17.5,18,17,0.5,0.7071067811865476,17.5,2508.5,2508.5,5017,0,12585144.5,3547.554721212909,2508.5,1797.0,1797.0,2402,1192,732050.0,855.5992052357225,1797.0
1074,15.0,15.0,15,15,,,15.0,457.0,457.0,457,457,,,457.0,1426.0,1426.0,1426,1426,,,1426.0
1077,146.82954545454547,86.0,960,10,30561.361415882966,174.81808091808745,86.0,1440343.625,737094.0,8028812,31,2699464734292.5815,1643004.7882743925,737094.0,57878.03409090909,17049.0,1134049,24,19079470607.918365,138128.45690848198,17049.0
1080,230.3,306.0,549,12,34863.34444444444,186.7172848036422,306.0,9045.7,4732.5,33534,264,136030920.6777778,11663.229427468954,4732.5,14275.3,7649.0,58971,1119,294109166.8999999,17149.611275477935,7649.0
1082,77.6205496564647,30.0,5583,10,41371.064490967394,203.3987819308842,30.0,188461.3354153654,48691.0,36146257,0,1166394330460.2693,1079997.375209898,48691.0,9500.19440974391,4959.0,1192497,0,714222289.6712435,26724.93759901496,4959.0
1083,290.0,212.5,704,11,90150.40000000001,300.25056203111427,212.5,63393.333333333336,458.0,236723,0,10438542623.866667,102169.1862738794,458.0,3841.1666666666665,1312.5,12519,770,21663186.966666665,4654.372886508629,1312.5
1092,16.329113924050635,13.0,69,10,96.40311587147032,9.818508841543624,13.0,1563.8227848101267,1594.0,5186,0,403511.8399870172,635.2258181048825,1594.0,1464.8354430379748,1442.0,3167,0,268418.2161635834,518.0909342611424,1442.0
1093,128.71653543307087,75.0,1246,10,23616.583361862362,153.67687972451276,75.0,1405990.5196850393,721636.5,19655964,0,4467605985289.364,2113671.2103090594,721636.5,43661.30708661417,30582.0,415479,0,2701905681.2017655,51979.85841844671,30582.0
1094,41.41960183767228,28.0,576,10,2413.9709035222086,49.13217788295374,28.0,499980.7840735069,4660.0,28875449,0,4787641078205.0,2188067.887019276,4660.0,7854.641653905053,6971.0,107597,0,77794653.96648312,8820.127774952192,6971.0
1095,280.15,306.0,518,41,14847.923684210522,121.85205654485493,306.0,230398.0,191434.5,875299,0,46405936085.1579,215420.3706364788,191434.5,28824.0,27536.0,48872,1224,275437234.10526323,16596.30182014244,27536.0
1099,430.6134974662346,234.0,40515,10,367516.61939326307,606.2314899386728,234.0,163979.05587333348,14073.0,41361752,0,1594366104470.5542,1262682.1074484878,14073.0,23969.107027121077,13943.0,11710437,0,14399224099.891726,119996.76703933204,13943.0
1104,329.93728222996515,149.0,1769,10,154599.47857021028,393.19140195356545,149.0,71383.33101045297,36412.0,1793651,16,27918195954.851578,167087.3901730815,36412.0,11834.787456445993,6403.0,147779,6,289890975.67145026,17026.185000505848,6403.0
1115,59.0,38.5,139,20,2948.6666666666674,54.301626740519175,38.5,71944.75,21031.0,234408,11309,11757394568.916666,108431.52018171038,21031.0,26714.25,26403.0,41019,13032,132782052.91666667,11523.10951595387,26403.0
1116,506.3291492329149,314.0,4640,10,333954.10659326974,577.8876245372189,314.0,188649.72384937239,74898.0,4981884,0,214483622376.3455,463123.76572180516,74898.0,21565.2649930265,13255.0,203411,0,616373611.3905746,24826.872767035613,13255.0
1118,42.02453987730061,15.0,1151,10,12069.678406422787,109.86208812152984,15.0,96490.82208588957,168.0,5078019,0,305540344765.7646,552757.0395442871,168.0,1196.5950920245398,922.0,14931,0,1866682.7609634185,1366.2659920247663,922.0
1135,77.88439306358381,35.0,579,10,10063.393534077164,100.31646691384802,35.0,651742.5664739885,85739.0,11650562,0,2662808753372.864,1631811.4944358198,85739.0,15296.445086705202,6356.0,269973,2,792107489.6670249,28144.404233648736,6356.0
1141,86.08167330677291,54.5,657,10,8232.166968851143,90.731289910654,54.5,1033449.3486055777,258576.5,11458613,0,3840434005209.1533,1959702.5297756682,258576.5,32581.770916334663,22090.5,240523,0,1291314817.3785536,35934.869102009456,22090.5
1143,88.61679790026247,23.0,2275,10,58108.26855919324,241.0565671355859,23.0,1670926.784776903,190987.0,68163349,0,37392585517136.41,6114947.711725458,190987.0,30939.889763779527,13462.0,983211,0,5315880707.766767,72910.08646111158,13462.0
1159,409.5,364.0,1434,11,116816.48648648651,341.7842689277646,364.0,2493578.0803571427,16642.5,143752318,0,188798558782880.72,13740398.785438534,16642.5,25629.428571428572,19630.5,150326,158,579207115.1480052,24066.72215213375,19630.5
1160,93.54901960784314,68.0,363,10,7437.220345563971,86.23932018264041,68.0,449003.5882352941,44569.0,4166463,107,798054006615.5317,893338.685278731,44569.0,37847.21568627451,21533.5,294250,0,2058966468.7450979,45375.835736051165,21533.5
1164,786.7901234567901,410.0,6902,10,1086141.1694377558,1042.1809677007905,410.0,123998.27160493827,32429.0,3060238,0,70245414822.32854,265038.51573371096,32429.0,48732.40740740741,24591.5,464499,2,4241828511.4434133,65129.3214416012,24591.5
1168,1027.6512195121952,248.5,31009,10,7737003.885389699,2781.547030950528,248.5,5397659.663414634,297459.5,134183203,0,360508948388651.2,18987073.191744197,297459.5,72640.42195121951,20896.0,3331983,0,42539798971.43278,206251.78537756414,20896.0
1169,211.0,223.0,387,33,17192.399999999998,131.11979255627276,223.0,95051.33333333333,84343.0,196500,38204,2812128045.0666666,53029.50164829636,84343.0,59659.833333333336,73715.0,103757,10750,1506596406.9666667,38814.899290950976,73715.0
1175,130.05405405405406,53.0,716,11,33005.66366366366,181.67460929822764,53.0,778050.5945945946,89339.0,11079784,132,3821356921343.4697,1954829.1284261828,89339.0,87473.5945945946,27531.0,472386,535,18691697718.85886,136717.5837954243,27531.0
1180,118.97047797563262,53.0,5401,10,45436.81656438358,213.15913436769156,53.0,915552.1778350516,251249.5,86508037,0,5727025343616.687,2393120.4197901716,251249.5,73358.92853795689,47229.0,810266,0,5720933183.783274,75636.85069979628,47229.0
1203,126.51764705882353,39.0,1231,10,49608.51456582632,222.7296894574819,39.0,532378.2352941176,75496.0,6505333,0,1289945353491.348,1135757.612121243,75496.0,22562.023529411767,8942.0,165991,7,895725784.3327731,29928.678292446748,8942.0
1208,793.466413181242,279.0,19660,10,1968714.693350192,1403.108938518386,279.0,407281.5779467681,129584.0,13082484,0,691820974828.1167,831757.7621087264,129584.0,122751.17743979722,25402.0,1904838,0,50227397075.65624,224114.69625095147,25402.0
1211,103.1316848083294,52.0,3617,10,28341.957926258183,168.350699215234,52.0,64952.125177472786,30101.5,3161157,0,16824594210.00731,129709.65349582625,30101.5,22305.758637008992,12610.5,715157,0,1352651692.646032,36778.41340577421,12610.5
1217,43.80952380952381,31.0,99,15,691.7619047619048,26.301366975157485,31.0,17706.761904761905,16910.0,40989,1568,100326663.29047617,10016.31984765244,16910.0,6029.952380952381,6592.0,12442,1412,10447698.347619046,3232.2899541376305,6592.0
1220,114.9830675114704,40.0,30322,10,344570.1302715472,587.000962751806,40.0,96594.53277255845,44927.0,4034973,0,24692205962.379726,157137.53836171588,44927.0,2358.299650426043,1106.5,114517,0,18531603.64831849,4304.8349153386225,1106.5
1221,60.68474576271186,31.0,1764,10,11445.934401887722,106.98567381611298,31.0,122220.64406779662,2807.0,2344518,0,106549985444.21951,326419.9525828951,2807.0,6129.057627118644,2445.0,94079,0,118732359.02553585,10896.437905367784,2445.0
1222,409.95923261390885,253.0,3347,10,214641.2074686407,463.29386729012583,253.0,1611434.3621103119,3458.0,35051588,0,11875125466600.867,3446030.392582292,3458.0,27320.273381294963,17090.0,213326,0,1060897392.276045,32571.419868898025,17090.0
1229,429.6604514229637,208.0,9636,10,521811.152200484,722.3649716040251,208.0,477184.62610402354,2310.0,75975952,0,15737895364517.004,3967101.632743608,2310.0,18400.113837095192,3803.0,12019355,0,72113885809.97217,268540.2871264797,3803.0
1245,76.3157894736842,53.0,295,10,5861.4502923976615,76.56010901505863,53.0,9270.473684210527,5757.0,28443,137,107881488.70760237,10386.601403134828,5757.0,3768.6315789473683,770.0,14327,418,25436243.46783626,5043.435680945704,770.0
1255,87.12004662004662,57.5,1401,10,9046.847882378219,95.11491934695744,57.5,360151.37296037294,69263.5,11754976,0,2042650011435.117,1429213.0741898203,69263.5,21150.21445221445,15197.5,302138,0,405054809.8186006,20125.97351231986,15197.5
1268,59.75,38.5,123,28,1617.0714285714287,40.212826667264125,38.5,1501.0,1483.0,2830,349,762471.7142857144,873.1962633255564,1483.0,2063.625,1828.5,4194,706,1232365.6964285716,1110.119676624359,1828.5
1275,337.3217550274223,142.0,9441,10,469742.02082621853,685.3772835644749,142.0,322791.6288848263,23133.0,73938674,0,19952707354035.402,4466845.347002222,23133.0,3840.9707495429616,1941.0,460017,0,431393054.0687394,20770.003708924545,1941.0
1276,80.28571428571429,88.0,154,15,1166.5274725274726,34.15446489886018,88.0,6279.214285714285,4320.0,13938,1708,17088434.64285714,4133.815990444802,4320.0,1836.0,1403.0,4507,302,1588246.3076923075,1260.256445209588,1403.0
1302,34.96421125781793,24.0,1095,10,1694.7609710669278,41.16747467439468,24.0,35773.2936066713,5275.0,4960275,0,53332131075.20019,230937.5046959679,5275.0,7285.736622654621,5707.0,185868,0,57928017.099881686,7611.045729719516,5707.0
1305,209.69685863874346,100.0,25222,10,409297.5932326618,639.7637010902242,100.0,1331152.5717277487,497213.0,39834826,0,5790130178116.536,2406268.9330406394,497213.0,34135.50942408377,18811.5,529436,0,2080670021.4716249,45614.36200881938,18811.5
1321,606.3646408839779,348.0,5826,10,628753.599631676,792.9398461621638,348.0,767037.3591160221,50711.0,21624182,0,12921065829633.717,3594588.4089327552,50711.0,7900.508287292818,3595.0,137751,36,359303050.1068754,18955.290820952217,3595.0
1324,55.64705882352941,50.0,150,16,1117.3676470588236,33.42704963138122,50.0,1870.9411764705883,1000.0,6236,500,2633080.4338235296,1622.6769345200942,1000.0,3333.3529411764707,357.0,49675,78,142683844.49264705,11945.034302698634,357.0
1325,50.0,32.0,232,10,2980.3333333333335,54.592429267558096,32.0,3739488.052631579,158338.0,57725854,115,173008081489480.28,13153253.646511964,158338.0,21660.736842105263,16935.0,59000,915,334708349.8713449,18295.036208527847,16935.0
1334,344.55172413793105,225.0,1345,16,121712.47044334972,348.87314376912093,225.0,239540.72413793104,98809.0,1618464,31,136457535504.42116,369401.59109622304,98809.0,75585.20689655172,38762.0,416921,24,9646978125.312807,98219.03138044484,38762.0
1336,301.08911483253587,127.0,10569,10,275257.43438653584,524.6498207247724,127.0,1878880.9672049442,97043.0,229862082,0,66491241565415.3,8154216.183387297,97043.0,1686753.0045853269,17335.5,519703805,0,308588480633326.06,17566686.672031414,17335.5
1341,113.52789699570816,65.5,1831,10,25199.170187825926,158.74246497968312,65.5,223456.339055794,119770.0,10221450,0,335488929497.2269,579214.061895278,119770.0,15213.944206008584,11620.0,2027663,0,8825263188.8657,93942.87194282332,11620.0
1343,224.07722772277228,115.0,5708,10,105285.94846581237,324.47796298949544,115.0,1229778.4118811882,220966.5,325958496,0,77971076287720.9,8830123.231740365,220966.5,33262.69851485149,13880.0,904016,0,3774805742.0373354,61439.44776800436,13880.0
1348,75.27272727272727,46.0,286,10,6581.418181818182,81.12594025229035,46.0,130919.90909090909,57675.0,688945,5175,37690606581.090904,194140.6875981717,57675.0,20146.18181818182,17637.0,43196,2082,194475619.36363637,13945.451565425781,17637.0
